time[s],VehicleWeight[ton],VehicleSpeed[km/h],EngineSpeed[rpm],grad[%],GPS_Altitude[m]
4446,24,77.71299744,1193.25,-0.73859746,100
4447,24,77.93199921,1208.5,-0.645220954,100
4448,24,78.51200104,1198.25,-0.645362984,100
4449,24,78.06400299,1197,-0.831892963,100
4450,24,77.15599823,1190.25,-0.551284314,100
4451,24,77.24299622,1179,-0.275146991,100
4452,24,75.875,1183.25,-0.184429211,100
4453,24,77.35800171,1179.75,0.096413882,100
4454,24,77.11799622,1175.75,0.188290555,100
4455,24,76.01499939,1173.5,-0.189021191,100
4456,24,76.1190033,1171.5,-0.379359987,100
4457,24,76.08399963,1172.5,-0.381248254,100
4458,24,75.22499847,1170,-0.569319887,100
4459,24,76.18399811,1166,-0.664699381,100
4460,24,75.58300018,1167.75,-0.664532492,100
4461,24,75.97000122,1167.5,-0.568886839,100
4462,24,76.36699677,1165,-0.379138186,100
4463,24,75.70300293,1169.25,-0.567543235,100
4464,24,76.4489975,1172.25,-0.565696798,100
4465,24,76.41300201,1174,-0.376642446,100
4466,24,76.6269989,1182,-0.281949302,100
4467,24,76.19000244,1172.25,-0.18692279,100
4468,24,76.2539978,1165.5,0.288878463,100
4469,24,75.58999634,1161.75,0.863598002,100
4470,24,74.72499847,1422.5,1.349192035,100
4471,24,74.29199982,1397,1.835527346,100
4472,24,73.98000336,1399.5,2.035163741,100
4473,24,74.06600189,1400,2.430347793,100
4474,24,73.88999939,1399.25,2.530274797,100
4475,24,73.78500366,1394.5,2.337081647,100
4476,24,74.22299957,1386,2.145689492,100
4477,24,73.51899719,1381.5,1.855003506,100
4478,24,72.94999695,1369.25,1.27061165,100
4479,24,73.06700134,1367.75,0.881706207,100
4480,24,73.58899689,1383.5,0.685644805,100
4481,24,74.02100372,1409.5,0.390701649,100
4482,24,75.4509964,1413.5,0.292082617,100
4483,24,75.08100128,1249,-0.000189681,100
4484,24,74.01799774,1142.75,-0.193819446,100
4485,24,74.37200165,1152,-0.290158927,100
4486,24,75.51000214,1167.5,-0.196680282,100
4487,24,76.23600006,1181.5,-0.289065621,100
4488,24,77.80899811,1195,-0.371910297,100
4489,24,78.05899811,1149,-0.553368732,100
4490,24,77.93800354,1190.5,-0.831422012,100
4491,24,77.71900177,1186.25,-1.295578127,100
4492,24,77.64700317,1196,-1.572527813,100
4493,24,77.7440033,1196,-1.755146343,100
4494,24,78.21199799,1206.25,-1.843227438,100
4495,24,78.46399689,1209.75,-1.928518855,100
4496,24,79.07900238,1217.5,-2.010310171,100
4497,24,79.44799805,1224,-1.822003869,100
4498,24,79.67900085,1216.5,-1.544014586,100
4499,24,79.41200256,1220.25,-1.17840003,100
4500,24,79.21499634,1216,-0.815055332,100
4501,24,78.83799744,1209.25,-0.362586546,100
4502,24,78.65699768,1201,-0.089587443,100
4503,24,78.34400177,1201.25,0.091970381,100
4504,24,78.22799683,1202,0.276653068,100
4505,24,78.17900085,1207.5,0.276653068,100
4506,24,77.76399994,1203.5,0.36852472,100
4507,24,78.00700378,1204.5,0.368278084,100
4508,24,78.73400116,1208.5,0.368278084,100
4509,24,78.25900269,1209,0.366344454,100
4510,24,78.73699951,1211.5,0.366344454,100
4511,24,78.85600281,1208.25,0.183651519,100
4512,24,79.39499664,1216,-0.089098251,100
4513,24,79.15799713,1219.75,-0.089098251,100
4514,24,79.93499756,1213.25,-0.271847308,100
4515,24,79.81800079,1228.5,-0.271847308,100
4516,24,79.55999756,1225.25,-0.271520128,100
4517,24,80.04000092,1220,-0.272425824,100
4518,24,79.08699799,1215,-0.455012687,100
4519,24,79.21399689,1212.5,-0.455012687,100
4520,24,78.51899719,1211.5,-0.54691307,100
4521,24,78.77600098,1205.75,-0.456418967,100
4522,24,77.91600037,1195,-0.274487246,100
4523,24,79.28600311,1205.5,0.184841928,100
4524,24,78.31099701,1204,0.370526013,100
4525,24,77.79100037,1201.5,0.929570593,100
4526,24,77.31099701,1202.25,1.209879102,100
4527,24,76.81700134,1199.5,1.676209396,100
4528,24,77.2990036,1191.75,1.86419309,100
4529,24,77.09799957,1198,2.142863356,100
4530,24,77.83200073,1196.5,2.046535052,100
4531,24,77.22200012,1200.75,2.044498338,100
4532,24,78.11100006,1199.25,1.948046616,100
4533,24,77.13300323,1204.5,1.391389133,100
4534,24,78.59400177,1215,1.295033828,100
4535,24,78.04499817,1212.5,1.381555346,100
4536,24,78.47699738,1212.75,1.377778571,100
4537,24,78.95600128,1214.5,1.099247715,100
4538,24,78.4240036,1216,1.372661506,100
4539,24,79.21600342,1221.75,1.094948898,100
4540,24,79.47699738,1228.75,0.727885746,100
4541,24,80.01599884,1222.5,0.634280301,100
4542,24,79.49700165,1223,0.723133735,100
4543,24,79.71600342,1221.75,0.270799765,100
4544,24,80.10600281,1211.75,-0.091926886,100
4545,24,79.39099884,1217.75,-0.273033166,100
4546,24,79.1760025,1218.75,-0.726654481,100
4547,24,79.35900116,1219.5,-1.178817325,100
4548,24,79.03800201,1219,-1.179341382,100
4549,24,79.80799866,1217.5,-1.358507195,100
4550,24,79.3809967,1222.75,-1.537849266,100
4551,24,80.05000305,1213.75,-1.806006096,100
4552,24,79.84700012,1221.75,-1.895218745,100
4553,24,79.88999939,1218.25,-1.986691052,100
4554,24,79.58999634,1218.25,-1.808257417,100
4555,24,79.15399933,1218.75,-1.629288285,100
4556,24,78.98799896,1212,-1.180051066,100
4557,24,78.89800262,1212.75,-1.003212326,100
4558,24,78.21900177,1192,-0.640364303,100
4559,24,78.01799774,1200.5,-0.274530891,100
4560,24,77.81800079,1199,-0.090417554,100
4561,24,77.58699799,1197.5,0.094243749,100
4562,24,77.40499878,1193,0.557822021,100
4563,24,77.41699982,1194.25,0.837341576,100
4564,24,77.28700256,1190.25,0.930294025,100
4565,24,77.26399994,1193,1.021905486,100
4566,24,77.89700317,1202.75,0.928895537,100
4567,24,78.18399811,1205.5,0.833006201,100
4568,24,78.33899689,1209.25,0.736231067,100
4569,24,78.73500061,1214.25,0.641960972,100
4570,24,78.86199951,1218,0.457441133,100
4571,24,78.78399658,1227.5,0.548238792,100
4572,24,79.27400208,1226,0.455538503,100
4573,24,79.32099915,1229.25,0.272794081,100
4574,24,79.52700043,1224.25,0.181450704,100
4575,24,79.68099976,1218.25,0.181450704,100
4576,24,79.14299774,1215.25,0.090653045,100
4577,24,79.08000183,1213.5,0,100
4578,24,78.88700104,1211.25,0.184217255,100
4579,24,78.11699677,1208.75,0.276331921,100
4580,24,78.22000122,1204.25,0.4601538,100
4581,24,78.10600281,1201.25,0.64402645,100
4582,24,78.56800079,1203.25,0.828227209,100
4583,24,78.06199646,1201.5,0.829111642,100
4584,24,78.28900146,1206.75,0.644229546,100
4585,24,77.3010025,1197.75,0.276720614,100
4586,24,77.92500305,1206,0.092847964,100
4587,24,78.86399841,1215.75,-0.273263826,100
4588,24,79.33699799,1218.75,-0.730850407,100
4589,24,78.98200226,1224,-0.90868269,100
4590,24,79.55899811,1227.25,-0.724995636,100
4591,24,80.08599854,1223,-0.995680991,100
4592,24,79.85399628,1218.5,-1.175474591,100
4593,24,79.74099731,1214,-1.176715971,100
4594,24,79.50499725,1215.5,-1.088474204,100
4595,24,78.31700134,1213,-1.36148776,100
4596,24,79.61399841,1215.25,-1.273753456,100
4597,24,78.62000275,1212.25,-1.369310694,100
4598,24,78.7990036,1218.5,-1.462737093,100
4599,24,78.66000366,1209.5,-1.741418154,100
4600,24,78.22299957,1199.5,-1.837801209,100
4601,24,77.94599915,1214.5,-1.654850158,100
4602,24,77.98400116,1218.25,-1.475589252,100
4603,24,78.05699921,1213,-1.293583942,100
4604,24,77.33799744,1205.5,-0.924605276,100
4605,24,78.21399689,1205,-0.555208665,100
4606,24,78.20500183,1204.5,-0.463032235,100
4607,24,78.28500366,1201.5,0.000300763,100
4608,24,77.93699646,1196,0.371717068,100
4609,24,77.45999908,1201.25,0.649995769,100
4610,24,77.15499878,1193.25,0.929870271,100
4611,24,77.5019989,1196.25,1.117157357,100
4612,24,76.85299683,1200,1.302681817,100
4613,24,77.72899628,1206.75,1.394240853,100
4614,24,77.58699799,1200,1.392098452,100
4615,24,77.90499878,1208.75,1.29580987,100
4616,24,78.55200195,1208,1.383520095,100
4617,24,78.32299805,1213.5,1.288073422,100
4618,24,78.5510025,1218,1.193243437,100
4619,24,78.30599976,1213.5,1.281827799,100
4620,24,79.07299805,1220.25,1.371643342,100
4621,24,79.36599731,1223.25,1.461510904,100
4622,24,78.64299774,1213.5,1.642302581,100
4623,24,78.89199829,1217.5,1.551333593,100
4624,24,78.93299866,1243,1.463169033,100
4625,24,77.54000092,1214.25,1.372679129,100
4626,24,78.56099701,1214.25,1.098167692,100
4627,24,78.89199829,1211.5,0.641966195,100
4628,24,78.89099884,1221,0.640503847,100
4629,24,79.54100037,1225.5,0.456008085,100
4630,24,79.45700073,1207.75,0.273096528,100
4631,24,79.37400055,1225,0.181148993,100
4632,24,79.6309967,1219.75,0.090054379,100
4633,24,79.34100342,1229.25,0.090704669,100
4634,24,78.73699951,1212.5,-0.09181855,100
4635,24,79.1289978,1207,-0.09181855,100
4636,24,78.65899658,1205.75,-0.274355257,100
4637,24,78.45500183,1212.75,-0.09149145,100
4638,24,78.14499664,1208.5,-0.091143733,100
4639,24,78.77100372,1209.5,-0.091831101,100
4640,24,78.4940033,1210.5,-0.091831101,100
4641,24,78.70200348,1212,-0.091161908,100
4642,24,78.71700287,1216.75,-0.09178632,100
4643,24,79.03099823,1210.75,-0.274491728,100
4644,24,78.95999908,1211.5,-0.091281141,100
4645,24,79.03800201,1217.25,-0.182414091,100
4646,24,78.93800354,1213.5,-0.09112891,100
4647,24,79.0719986,1217.25,-0.091308842,100
4648,24,79.38300323,1222,-0.091173192,100
4649,24,78.91899872,1213.5,-0.091173192,100
4650,24,79.31300354,1213.75,0.182125077,100
4651,24,78.94999695,1217.25,0.455510088,100
4652,24,79.14800262,1218.75,0.36454524,100
4653,24,78.8710022,1214,0.637887496,100
4654,24,78.88899994,1208.25,0.729012087,100
4655,24,79.05999756,1218.75,0.546846768,100
4656,24,78.96600342,1209.5,0.273461757,100
4657,24,78.46299744,1213.25,0.091294412,100
4658,24,79.10399628,1214.5,0.18291092,100
4659,24,78.99299622,1215,0.091786329,100
4660,24,78.69799805,1215.75,0.091786329,100
4661,24,78.9240036,1210.75,0.000839862,100
4662,24,79.02200317,1213.5,0.183007207,100
4663,24,79.31199646,1219,-0.18216053,100
4664,24,79.0039978,1216,-0.18216053,100
4665,24,78.86699677,1213.75,-0.090962069,100
4666,24,79.05500031,1217.5,-1.56E-05,100
4667,24,78.84300232,1210,0.090796654,100
4668,24,79.11499786,1216.5,0.182010716,100
4669,24,79.45300293,1214,0.273079412,100
4670,24,79.0059967,1219.75,0.090774232,100
4671,24,79.11699677,1220.25,0.090774232,100
4672,24,78.94000244,1219.5,-3.80E-05,100
4673,24,79.14199829,1211.5,-0.182263282,100
4674,24,78.9469986,1215,-0.457762758,100
4675,24,79.09899902,1220.75,-0.648738146,100
4676,24,77.05699921,1175.75,-0.933257709,100
4677,24,76.08999634,1160.25,-1.217961028,100
4678,24,75.74500275,1151,-1.225214267,100
4679,24,75.99199677,1158.75,-1.324579701,100
4680,24,76.0039978,1146.75,-1.515693026,100
4681,24,76.21800232,1164,-1.608623077,100
4682,24,75.93900299,1178.25,-1.788486835,100
4683,24,76.66400146,1185,-2.058083689,100
4684,24,78.31900024,1206.25,-2.230179887,100
4685,24,78.51799774,1213.75,-2.208417742,100
4686,24,79.41400146,1221.5,-2.368806586,100
4687,24,80.07800293,1226.75,-2.262604547,100
4688,24,80.56500244,1231.75,-2.34273042,100
4689,24,80.16500092,1225.25,-2.246350516,100
4690,24,80.0719986,1233.25,-2.064881758,100
4691,24,80.14499664,1230,-1.887023131,100
4692,24,79.87599945,1227.25,-1.79817124,100
4693,24,80.13300323,1227.5,-1.3493002,100
4694,24,80.15599823,1219.5,-1.081093491,100
4695,24,79.25900269,1212,-0.626956254,100
4696,24,78.45300293,1202.5,-0.174577604,100
4697,24,77.92199707,1194,0.094935542,100
4698,24,77.9240036,1195.25,0.277939491,100
4699,24,77.70800018,1192.25,0.461689779,100
4700,24,77.6760025,1199.25,0.277517073,100
4701,24,78.09300232,1200,0.369065106,100
4702,24,78.15200043,1201.75,0.460905854,100
4703,24,78.41500092,1205,0.460207977,100
4704,24,78.37799835,1206.5,0.64346354,100
4705,24,78.18499756,1211,0.919123346,100
4706,24,78.50700378,1206,1.011792553,100
4707,24,78.20800018,1209.5,1.197374785,100
4708,24,77.96499634,1200,1.56826364,100
4709,24,77.7539978,1204.5,1.662486865,100
4710,24,77.7990036,1203.5,1.848904632,100
4711,24,77.90899658,1194,2.034499626,100
4712,24,77.90899658,1204.25,2.127558628,100
4713,24,77.86399841,1203,2.03353462,100
4714,24,77.60900116,1213.25,1.939098875,100
4715,24,78.55599976,1208.5,1.659580812,100
4716,24,78.25700378,1216.25,1.197369759,100
4717,24,79.5,1223.5,1.007095969,100
4718,24,79.65000153,1226,0.728104223,100
4719,24,80.16500092,1232.75,0.542733623,100
4720,24,80.10299683,1228.75,0.360174113,100
4721,24,79.69000244,1215,0.360174113,100
4722,24,79.46099854,1216,0.271905026,100
4723,24,78.45200348,1215,0.366914162,100
4724,24,78.1740036,1203,0.369451252,100
4725,24,77.6210022,1207.75,0.46184814,100
4726,24,77.79499817,1196,0.553920102,100
4727,24,78.05500031,1207,0.461980997,100
4728,24,78.34500122,1200,0.368510884,100
4729,24,78.65599823,1211.75,0.275856861,100
4730,24,78.91300201,1209,0.0920116,100
4731,24,78.44799805,1211,-6.04E-05,100
4732,24,79.01699829,1216,-6.04E-05,100
4733,24,78.63700104,1213.5,-0.000601171,100
4734,24,79.14900208,1222.5,0.090210232,100
4735,24,79.35800171,1217.25,0.272520715,100
4736,24,79.21299744,1219.25,0.181606977,100
4737,24,79.26799774,1216.5,0.272461057,100
4738,24,79.1230011,1220.75,0.181613856,100
4739,24,79.37200165,1219.75,0.090802453,100
4740,24,78.71499634,1216.25,0.090968162,100
4741,24,79.10299683,1213,0.09072558,100
4742,24,79.09100342,1210.5,-0.000128499,100
4743,24,78.87999725,1210.75,-0.091482885,100
4744,24,78.65299988,1212.5,-0.182606325,100
4745,24,78.97399902,1217.25,-0.273634144,100
4746,24,79.05400085,1216,-0.182477826,100
4747,24,79.05500031,1213.25,-0.182477826,100
4748,24,78.7519989,1219.75,-0.000126683,100
4749,24,79.29599762,1212.75,0.182146436,100
4750,24,78.95200348,1219.25,0.182146436,100
4751,24,79.02899933,1216.25,0.273184613,100
4752,24,79.13300323,1215,0.455442159,100
4753,24,79.04299927,1219,0.455682001,100
4754,24,78.97499847,1214,0.455688925,100
4755,24,78.85700226,1211.75,0.546845821,100
4756,24,79.11199951,1222.25,0.455807644,100
4757,24,78.85800171,1207.25,0.273550098,100
4758,24,78.875,1212.5,0.091297189,100
4759,24,79.33200073,1213.25,-0.182089273,100
4760,24,78.88200378,1215.25,-0.455027445,100
4761,24,79.16000366,1219.75,-0.54568049,100
4762,24,79.27200317,1226.25,-0.636356075,100
4763,24,79.5759964,1219.75,-0.545339766,100
4764,24,79.23100281,1219.75,-0.363109907,100
4765,24,78.88400269,1205.5,-0.18132863,100
4766,24,78.16999817,1200.5,0.001395498,100
4767,24,78.34300232,1211,0.184070692,100
4768,24,78.05699921,1202.75,0.184070692,100
4769,24,78.46600342,1208,0.276310149,100
4770,24,78.06199646,1204.5,0.276310149,100
4771,24,78.05400085,1207.25,0.276270727,100
4772,24,78.36299896,1203.75,0.276150982,100
4773,24,78.10399628,1209.5,0.276150982,100
4774,24,78.6230011,1212,0.275191783,100
4775,24,78.71900177,1213.25,0.275191783,100
4776,24,79.03600311,1221.25,0.183160121,100
4777,24,79.14399719,1217.25,0.091280259,100
4778,24,79.03700256,1218.5,0.091280259,100
4779,24,79.1210022,1224.25,0.090802237,100
4780,24,79.42700195,1216,0.090802237,100
4781,24,79.16000366,1219.5,-0.182577588,100
4782,24,79.38700104,1218,-0.455907251,100
4783,24,78.63500214,1231,-0.81757056,100
4784,24,79.41600037,1218.5,-1.179622411,100
4785,24,79.84799957,1217.25,-1.451443783,100
4786,24,79.41500092,1226.25,-1.449348489,100
4787,24,79.51300049,1219,-1.448064444,100
4788,24,79.72899628,1210.25,-1.450476592,100
4789,24,79.06800079,1217,-1.361232711,100
4790,24,79.14099884,1218.5,-1.453875682,100
4791,24,79.09600067,1200,-1.640230868,100
4792,24,78.94400024,1215,-1.643822189,100
4793,24,78.38500214,1213.5,-1.64658373,100
4794,24,78.34300232,1209,-1.739498819,100
4795,24,78.67500305,1218,-1.648580497,100
4796,24,78.46099854,1211.25,-1.372605112,100
4797,24,79.46499634,1215,-1.278480656,100
4798,24,79.06900024,1219.25,-1.183572399,100
4799,24,79.59799957,1220.25,-1.180829167,100
4800,24,79.26699829,1223,-0.907283146,100
4801,24,79.45300293,1218,-0.725618815,100
4802,24,79.03500366,1219.75,-0.63536678,100
4803,24,78.73200226,1207.5,-0.180692459,100
4804,24,79.05799866,1205.25,0.183500761,100
4805,24,78.53800201,1208.25,0.460283844,100
4806,24,77.95700073,1203.5,0.644539988,100
4807,24,78.12200165,1200.25,0.827846505,100
4808,24,78.18199921,1201.25,0.737196,100
4809,24,78.26200104,1202.5,0.645180371,100
4810,24,78.09799957,1206,0.460099419,100
4811,24,78.21700287,1203.5,0.275843275,100
4812,24,78.81300354,1212.5,0.183797208,100
4813,24,78.67900085,1205.5,0.183022773,100
4814,24,78.69400024,1209.75,0.365296902,100
4815,24,78.99199677,1217.25,0.638294486,100
4816,24,79.01200104,1213.25,0.820903769,100
4817,24,78.9260025,1218.25,1.371246677,100
4818,24,78.78800201,1210.25,1.741941308,100
4819,24,78.20500183,1205.5,1.930297394,100
4820,24,77.63400269,1204.25,1.93534524,100
4821,24,77.77700043,1200.25,2.02843976,100
4822,24,78.00499725,1204.75,1.753443049,100
4823,24,78.68499756,1206.75,1.476142143,100
4824,24,78.20800018,1211,1.381014402,100
4825,24,77.70899963,1208.75,1.01126684,100
4826,24,79.09500122,1216,0.917860672,100
4827,24,78.82299805,1221.25,0.7334529,100
4828,24,79.16100311,1217,0.639473837,100
4829,24,79.18699646,1228,0.273588018,100
4830,24,79.51699829,1225.25,0.183283755,100
4831,24,79.80500031,1223,-0.180015734,100
4832,24,79.65499878,1222.25,-0.63240413,100
4833,24,79.45999908,1222.25,-0.993501208,100
4834,24,79.89800262,1228,-1.263288593,100
4835,24,79.88800049,1231.5,-1.533633573,100
4836,24,80.03600311,1225.5,-1.806435146,100
4837,24,79.6760025,1214.25,-1.808472458,100
4838,24,78.98300171,1212.25,-1.901859643,100
4839,24,79.48200226,1208.5,-1.90604302,100
4840,24,78.8690033,1212.5,-1.998942796,100
4841,24,79.21900177,1215,-1.817194829,100
4842,24,79.52899933,1216,-1.727137548,100
4843,24,79.26200104,1210,-1.638062943,100
4844,24,78.73100281,1218.75,-1.456986325,100
4845,24,78.54599762,1209,-1.003437307,100
4846,24,78.59300232,1212.5,-0.731381846,100
4847,24,78.59100342,1206.5,-0.641898476,100
4848,24,78.29100037,1206.75,-0.551054733,100
4849,24,78.27600098,1202.25,-0.45965513,100
4850,24,78.38999939,1203,-0.184294013,100
4851,24,78.33999634,1205.5,-0.001102062,100
4852,24,78.54499817,1205.5,0.182844571,100
4853,24,78.66699982,1207.5,0.458314874,100
4854,24,78.84999847,1207.75,0.550192759,100
4855,24,78.28700256,1210.75,0.274831642,100
4856,24,79.02700043,1216.75,0.091639691,100
4857,24,78.98699951,1213.75,0.18271472,100
4858,24,79.29399872,1223.25,0.091075029,100
4859,24,78.81800079,1210.25,0.091075029,100
4860,24,79.41999817,1212.5,0.091075029,100
4861,24,78.81800079,1214.75,0.091075029,100
4862,24,78.89399719,1212.75,0.091073443,100
4863,24,79.15100098,1216.25,0.182194143,100
4864,24,78.96299744,1214,0.182194143,100
4865,24,79.06900024,1215.5,0.091266772,100
4866,24,79.21600342,1219,0.091266772,100
4867,24,79.15200043,1215.5,0.000193329,100
4868,24,79.48600006,1221.25,-0.090927372,100
4869,24,79.28099823,1217.75,6.84E-05,100
4870,24,78.88400269,1214.25,0.000114856,100
4871,24,79.36499786,1221,0.000114856,100
4872,24,79.08399963,1216.5,0.091221143,100
4873,24,79.36100006,1219,0.091221143,100
4874,24,78.69599915,1219,0.091045528,100
4875,24,79.24500275,1213.25,0.272966468,100
4876,24,79.30999756,1212.75,0.272966468,100
4877,24,78.86199951,1212,0.09035501,100
4878,24,78.72200012,1211.25,0.09035501,100
4879,24,78.64600372,1214.75,-0.000465124,100
4880,24,79.11599731,1211.75,-0.000408111,100
4881,24,78.98200226,1216.75,0.090619709,100
4882,24,79.09100342,1220,0.091163184,100
4883,24,79.10299683,1215.75,0.000215138,100
4884,24,79.20600128,1214.75,0.000215138,100
4885,24,79.12599945,1216.5,-0.18201012,100
4886,24,79.0039978,1205.25,-0.27303794,100
4887,24,79.01499939,1217.5,-0.273002467,100
4888,24,79.03700256,1217,-0.182054421,100
4889,24,79.33300018,1219.75,-0.273016252,100
4890,24,79.20200348,1216.25,-0.181888055,100
4891,24,79.10600281,1215.5,-0.181888055,100
4892,24,79.30400085,1218.25,-0.090961831,100
4893,24,79.21299744,1214.5,-0.090961831,100
4894,24,78.95800018,1210.75,0.091431969,100
4895,24,78.83499908,1214.5,0.182682588,100
4896,24,78.65899658,1211.75,0.27370019,100
4897,24,79.14800262,1212.25,0.27370019,100
4898,24,79.06300354,1215.25,0.36462297,100
4899,24,79.32800293,1210,0.364350208,100
4900,24,79.04799652,1217.5,0.455402131,100
4901,24,78.91799927,1215.75,0.637776471,100
4902,24,79.06099701,1216.75,0.728719921,100
4903,24,78.95400238,1219.25,0.728513716,100
4904,24,79.38600159,1215.75,0.728113397,100
4905,24,79.34999847,1218.75,0.636818108,100
4906,24,79.31199646,1217,0.545824972,100
4907,24,78.91699982,1212.25,0.545677033,100
4908,24,78.97899628,1220.5,0.545841346,100
4909,24,79.6190033,1215.25,0.546102362,100
4910,24,78.83000183,1216.75,0.546021194,100
4911,24,79.3769989,1217,0.363622387,100
4912,24,78.9940033,1209.75,0.272826877,100
4913,24,78.90699768,1214.25,0.181945989,100
4914,24,79.13800049,1218,0.090926084,100
4915,24,79.15299988,1216.5,0,100
4916,24,78.95400238,1218.5,0,100
4917,24,78.97299957,1214.25,0,100
4918,24,78.73400116,1213,0,100
4919,24,78.98400116,1221,0.090843051,100
4920,24,79.13700104,1214,0.090843051,100
4921,24,79.37799835,1218.25,0.090843051,100
4922,24,78.8769989,1219,0.090843051,100
4923,24,79.08599854,1211.5,0.090843051,100
4924,24,79.53500366,1213.75,0,100
4925,24,79.20400238,1217.5,-0.091133965,100
4926,24,78.74099731,1215.25,-0.091133965,100
4927,24,79.26799774,1216.75,-0.182087039,100
4928,24,79.3010025,1215.75,-0.364386112,100
4929,24,79.02300262,1216,-0.455797185,100
4930,24,78.95899963,1218.5,-0.364663221,100
4931,24,78.57099915,1213,-0.455659543,100
4932,24,78.95300293,1219.25,-0.364706469,100
4933,24,79.29499817,1216.5,-0.273497981,100
4934,24,79.23799896,1215.5,-0.182086908,100
4935,24,78.84700012,1220,-0.182086908,100
4936,24,78.56500244,1207,0.092421643,100
4937,24,78.52999878,1212,0.276193392,100
4938,24,78.40799713,1208.25,0.551714015,100
4939,24,78.30799866,1204.5,0.829782967,100
4940,24,77.84899902,1202.75,1.201019919,100
4941,24,77.50800323,1198.25,1.29551625,100
4942,24,77.64900208,1202,1.389405966,100
4943,24,77.74199677,1195.5,1.389595124,100
4944,24,77.84300232,1206.5,1.20350184,100
4945,24,78.15399933,1203.25,0.923930834,100
4946,24,78.40899658,1210.75,0.645922276,100
4947,24,78.68299866,1214.5,0.459242619,100
4948,24,78.87799835,1221,0.274623422,100
4949,24,79.39600372,1227.5,0.273277117,100
4950,24,79.33999634,1227.25,0.181611171,100
4951,24,79.54799652,1216.75,0.090985233,100
4952,24,79.53199768,1222,-0.271711953,100
4953,24,79.36199951,1220.75,-0.543555563,100
4954,24,79.62799835,1223,-0.815491293,100
4955,24,79.28700256,1218.75,-0.996572381,100
4956,24,79.55999756,1211.5,-1.178236829,100
4957,24,79.48500061,1214.25,-1.179164561,100
4958,24,79.16899872,1215.5,-1.361092936,100
4959,24,79.27999878,1217.25,-1.632722165,100
4960,24,79.38999939,1223.25,-1.99411945,100
4961,24,79.57299805,1211.25,-2.264655065,100
4962,24,79.69599915,1219.75,-2.444191097,100
4963,24,79.47100067,1218.25,-2.534177741,100
4964,24,79.75800323,1220.75,-2.536834533,100
4965,24,79.13600159,1213.5,-2.35954652,100
4966,24,78.90000153,1218.75,-2.091778098,100
4967,24,78.8259964,1211.5,-1.731359635,100
4968,24,78.23200226,1211.75,-1.187601007,100
4969,24,78.69799805,1201.5,-0.732008619,100
4970,24,77.68099976,1200.5,-0.182941981,100
4971,24,78.38500214,1201.75,0.278880023,100
4972,24,78.24199677,1195,0.463709183,100
4973,24,75.96299744,1203,0.463709183,100
4974,24,78.76200104,1202,0.463709183,100
4975,24,78.31099701,1206.75,0.279832904,100
4976,24,78.51899719,1208,0.093068481,100
4977,24,78.67299652,1212.75,-0.091587451,100
4978,24,78.20600128,1215.75,-0.182252047,100
4979,24,79.02100372,1215,-0.091888422,100
4980,24,79.80599976,1222.75,-0.001169917,100
4981,24,79.55000305,1219.25,-0.18366096,100
4982,24,79.18299866,1218,-0.183455794,100
4983,24,78.63300323,1218.25,-0.092791197,100
4984,24,78.9469986,1215.75,-0.274165525,100
4985,24,79.26000214,1213.75,-0.36488403,100
4986,24,78.96299744,1213.5,-0.182392987,100
4987,24,78.33999634,1210.5,-0.182063521,100
4988,24,79.05000305,1217,-0.182063521,100
4989,24,79.09999847,1219,-0.182034877,100
4990,24,78.88700104,1218.25,-0.273108319,100
4991,24,79.38600159,1218.5,-0.18165777,100
4992,24,78.72799683,1218.5,0.000492799,100
4993,24,78.73400116,1218.5,0.000492799,100
4994,24,79.33799744,1222.75,0.274082656,100
4995,24,78.68000031,1215.25,0.456327202,100
4996,24,79.03500366,1216.25,0.456447577,100
4997,24,78.91000366,1217.25,0.549288459,100
4998,24,78.34500122,1215.25,0.732597226,100
4999,24,78.22899628,1218,0.641548127,100
5000,24,78.88300323,1219,0.642043771,100
5001,24,78.39299774,1216,0.550472846,100
5002,24,78.69799805,1217,0.550148951,100
5003,24,78.4260025,1217.25,0.458598047,100
5004,24,78.4240036,1213,0.550950959,100
5005,24,78.51100159,1210.75,0.736008572,100
5006,24,78.08599854,1210,0.921520639,100
5007,24,78.02600098,1207.25,1.109619616,100
5008,24,77.22000122,1204.75,1.295056431,100
5009,24,77.73799896,1202.75,1.479648121,100
5010,24,78.10900116,1201.75,1.20292376,100
5011,24,78.1989975,1208.25,1.291971266,100
5012,24,77.75700378,1221.25,1.102041131,100
5013,24,79.58599854,1215.75,0.915644253,100
5014,24,78.84400177,1220.75,0.276255748,100
5015,24,79.75,1224.75,0.005237555,100
5016,24,79.72699738,1228.25,-0.450128701,100
5017,24,79.67199707,1222.25,-0.903020606,100
5018,24,79.61399841,1221.25,-1.175921524,100
5019,24,79.73200226,1209.75,-1.179730329,100
5020,24,78.41999817,1216.5,-1.000004406,100
5021,24,78.84600067,1208.5,-1.001542028,100
5022,24,78.88899994,1212.25,-1.006116159,100
5023,24,79.05400085,1214,-0.915896785,100
5024,24,77.64800262,1207.75,-0.641202777,100
5025,24,79.0719986,1207.75,-0.641494246,100
5026,24,78.55799866,1217.75,-0.275954278,100
5027,24,78.67500305,1213.5,-0.184080146,100
5028,24,78.53399658,1210,-0.184122377,100
5029,24,78.15100098,1213.5,-0.09232181,100
