VehicleSpeed[km/h],EngineFuelRate[L/h]
0.183000004,1.5
0.072999998,1.5
0.011,1.5
0.112000002,1.5
0.065000004,1.5
0.144,1.5
0.183000004,5.75
1.646999976,14.10000038
6.062000057,24.39999962
10.29299953,28.64999962
13.002000109999999,27.04999924
13.872,0.0
13.59700038,5.349999905
14.91700008,27.60000038
17.21900012,38.90000153
20.82699992,33.15000153
22.60700061,30.70000076
24.94299915,31.10000038
25.20400073,3.299999952
25.16300037,5.25
25.63800075,26.39999962
27.78400066,40.29999924
29.86199977,41.65000153
31.98900058,42.75
33.93800189,43.25
35.88500049,39.29999924
37.38599994,32.65000153
38.60899951,32.59999847
39.36500003,10.44999981
38.88500049,5.349999905
39.44600131,31.04999924
40.38300159,31.04999924
41.45400073,31.20000076
42.2849982,25.39999962
43.23700168,9.350000381
43.30299976,9.75
43.32900073,13.19999981
43.69299915,13.69999981
43.66699817,13.35000038
43.51799991,0.0
42.91699817,0.0
41.29500034,0.0
38.82300021,0.0
37.66900089,0.0
36.03899982,15.64999962
33.48100116,0.0
31.10199954,0.0
28.38399913,0.0
25.22200038,11.19999981
22.69299915,0.0
18.47399928,0.0
14.7129996,0.0
12.14400031,2.75
9.252000114,0.0
5.975000164,1.100000024
3.435999891,1.200000048
0.964000008,2.799999952
0.07200000299999999,1.950000048
0.071000001,1.75
0.076000004,1.75
0.079000002,1.700000048
0.067,1.75
0.178999996,1.75
0.065000004,1.75
0.09999999999999999,1.75
0.171999997,1.799999952
0.184000006,1.75
0.036000001,1.75
0.069999999,1.75
0.0,1.799999952
0.253000012,1.799999952
0.029000002,1.799999952
0.314000002,1.799999952
0.025999999,1.799999952
0.043999998,1.799999952
0.08499999999999999,1.799999952
0.052,1.850000024
0.052,1.850000024
0.106999999,1.850000024
0.056999998999999996,1.850000024
0.049999998999999996,1.850000024
0.027999999,1.850000024
0.056999998999999996,1.850000024
0.128999999,1.850000024
0.056999998999999996,1.850000024
0.182000002,4.849999905
1.217000029,11.75
5.524999878,20.60000038
9.356999657,28.85000038
12.22799995,28.35000038
13.48300006,9.0
13.9089997,0.0
14.01799991,19.14999962
16.44800021,32.75
18.91399982,34.0
22.05699947,34.04999924
24.63100078,33.09999847
25.30500056,3.400000095
25.25499942,5.599999905
26.09300067,32.29999924
26.83199908,38.54999924
29.76899936,39.79999924
32.11900165,40.75
33.6939986,41.5
35.64900043,41.40000153
37.09400012,41.15000153
38.90099933,32.65000153
39.15899875,4.5
38.94500186,6.800000191
39.24600055,29.89999962
40.49799945,24.60000038
41.72799899,34.59999847
42.44899966,37.04999924
44.00599887,29.0
44.513998289999996,6.800000191
44.27499988,3.849999905
44.35299899,21.35000038
44.18499973,10.39999962
44.52200153,7.75
44.36599948,5.099999905
43.99999835,3.849999905
44.35800006,3.650000095
44.01899936,5.5
44.36200168,6.050000191
44.10600116,7.099999905
43.79799869,7.900000095
43.7149985,8.699999809
43.77699878,9.149999619
43.84100177,9.600000381
44.23499896,9.699999809
43.9590018,9.75
44.15500095,9.850000381
44.38799884,9.550000191
44.55999973,8.699999809
44.24600055,8.25
44.36500003,8.0
44.50699832,7.550000191
44.44199969,6.900000095
44.21000125,6.699999809
43.79599979,6.900000095
42.98599841,7.050000191
44.38300159,7.599999905
43.73800113,8.199999809
43.888998289999996,9.649999619
44.16100146,10.0
43.68499973,8.600000381
43.93300082,9.899999619
44.49299838,9.449999809
44.69500186,8.600000381
44.08899905,7.800000191
44.73100116,6.300000191
44.39599826,5.0
43.79500034,5.0
43.19299915,5.699999809
44.15099933,6.650000095
44.2090018,7.199999809
44.05200031,8.149999619
43.89299991,8.399999619
44.20200183,9.199999809
43.96600177,9.649999619
43.69500186,9.399999619
43.82900073,10.05000019
44.30999973,10.64999962
44.14399936,10.35000038
44.2450011,10.0
44.24299838,9.5
44.35299899,8.899999619
44.25800159,8.5
44.57800128,7.949999809
44.44600131,7.449999809
44.24199893,7.349999905
44.35299899,7.5
43.91300037,8.0
44.2129996,8.100000381
44.26999881,8.050000191
44.42299869,8.75
44.30999973,8.949999809
44.08000018,9.25
44.30999973,9.449999809
44.45099857,8.350000381
44.70799854,7.5
44.44700076,6.150000095
44.43900134,5.650000095
44.41300037,6.199999809
43.82800128,6.849999905
44.16900089,7.300000191
44.21999957,7.75
44.21800067,8.050000191
44.1579993,8.399999619
44.11400058,8.25
44.45400073,8.699999809
44.36400058,8.699999809
44.09400012,8.399999619
44.138998289999996,8.350000381
44.61099841,8.149999619
44.23000171,8.449999809
44.24299838,8.699999809
44.61699893,7.449999809
43.79300143,6.25
44.5329993,6.349999905
44.22899844,6.699999809
44.41699817,7.25
44.28700092,6.849999905
44.43300082,7.5
44.26000049,7.599999905
44.1239989,8.350000381
44.26000049,8.649999619
44.08199908,8.850000381
43.98300006,9.199999809
44.04899814,8.899999619
44.18200137,8.899999619
44.20799854,8.899999619
44.32200076,8.649999619
44.16699817,8.350000381
44.4989989,7.849999905
44.64499881,6.800000191
44.6599982,5.949999809
44.10299899,6.349999905
44.37499835,6.900000095
44.22899844,7.25
44.44800021,7.550000191
43.95200183,8.149999619
43.84200122,9.050000191
44.17199924,9.300000191
44.65500095,9.149999619
44.17999866,9.649999619
44.29899814,9.199999809
44.45799854,9.149999619
44.57700183,8.899999619
44.70500018,8.75
44.12600162,9.300000191
44.57000186,9.050000191
44.47400119,9.149999619
44.28999927,9.050000191
44.4590018,8.850000381
44.72500064,8.100000381
43.74199893,7.949999809
44.42899921,7.900000095
44.37899997,8.0
44.13099887,8.300000191
44.23000171,4.550000191
43.99799945,2.549999952
43.47600009,2.650000095
43.39499881,3.950000048
42.94100024,7.900000095
43.61400058,10.89999962
43.29199817,12.60000038
43.4250014,12.30000019
44.44199969,12.19999981
43.83700015,11.5
43.85100009,10.19999981
44.3189986,9.100000381
44.77699878,8.100000381
44.92099979,7.449999809
43.97699954,6.300000191
